delta,p,corr_p,t,p_t (two),p_t (one)
232,0.0,1e-05,-11.806874837807731,2.9513451440557924e-20,1.4756725720278962e-20
233,0.0,1e-05,-10.796643142336354,2.3203876310664906e-18,1.1601938155332453e-18
234,0.0,1e-05,-10.321638434270875,2.7484487447503767e-17,1.3742243723751883e-17
235,0.0,1e-05,-9.720315880686739,5.107144993799967e-16,2.5535724968999835e-16
236,0.0,1e-05,-10.627656727540485,5.787227133205402e-18,2.893613566602701e-18
237,0.0,1e-05,-11.533577174802117,8.611310012808888e-20,4.305655006404444e-20
238,0.0,1e-05,-10.351419790578651,2.3014179369996914e-17,1.1507089684998457e-17
239,0.0,1e-05,-10.979498896411775,9.209389411931733e-19,4.604694705965866e-19
240,0.0,1e-05,-10.443414762387137,2.0189014940723318e-17,1.0094507470361659e-17
241,0.0,1e-05,-11.890928047161818,1.4342128883563458e-20,7.171064441781729e-21
242,0.0,1e-05,-14.284557089474815,3.1288285288721407e-24,1.5644142644360703e-24
243,0.0,1e-05,-13.000505153890165,4.879578676308242e-23,2.439789338154121e-23
244,0.0,1e-05,-11.248968734369209,2.4204784712978354e-19,1.2102392356489177e-19
245,0.0,1e-05,-13.395070185861996,1.6810019759286228e-23,8.405009879643114e-24
246,0.0,1e-05,-11.997882847271951,6.6160546635414496e-21,3.3080273317707248e-21
247,0.0,1e-05,-13.863282024385333,8.003079514538184e-25,4.001539757269092e-25
248,0.0,1e-05,-10.507673264669394,1.3236657191209131e-17,6.618328595604566e-18
249,0.0,1e-05,-13.489454115173036,4.772914310412893e-24,2.3864571552064464e-24
250,0.0,1e-05,-12.96035909350136,5.782007490267981e-23,2.8910037451339904e-23
251,0.0,1e-05,-12.169438221491967,5.695272979146771e-21,2.8476364895733854e-21
252,0.0,1e-05,-11.063286709845576,7.96727479855782e-19,3.98363739927891e-19
253,0.0,1e-05,-12.18277241059803,2.7199191074180824e-21,1.3599595537090412e-21
254,0.0,1e-05,-10.992977461261193,8.591422138044493e-19,4.2957110690222467e-19
255,0.0,1e-05,-11.953879764783114,1.0399313837362197e-20,5.1996569186810986e-21
256,0.0,1e-05,-14.032790337471644,3.54291553316026e-25,1.77145776658013e-25
257,0.0,1e-05,-17.20491599081017,6.562697382856858e-31,3.281348691428429e-31
258,0.0,1e-05,-12.531842822929377,5.101342946063485e-22,2.5506714730317423e-22
259,0.0,1e-05,-13.847920505518816,8.629115397358655e-25,4.314557698679327e-25
260,0.0,1e-05,-12.36967267339053,1.3636743564616596e-21,6.818371782308298e-22
261,0.0,1e-05,-13.300373887725959,1.130722915743725e-23,5.653614578718625e-24
262,0.0,1e-05,-13.142448786953326,2.467425701275828e-23,1.233712850637914e-23
263,0.0,1e-05,-11.189881231401355,3.3547612810372693e-19,1.6773806405186347e-19
264,0.0,1e-05,-13.98409454645797,1.0194587017634026e-24,5.097293508817013e-25
265,0.0,1e-05,-11.904583336732474,1.0102968904869183e-20,5.051484452434591e-21
266,0.0,1e-05,-13.068045822326773,3.4812160853067126e-23,1.7406080426533563e-23
267,0.0,1e-05,-13.962421016323155,5.07875266755635e-25,2.539376333778175e-25
268,0.0,1e-05,-14.63759971620719,3.151762825894442e-26,1.575881412947221e-26
269,0.0,1e-05,-12.264944838542204,1.6855422051096775e-21,8.427711025548388e-22
270,0.0,1e-05,-11.635938152890784,3.743770690184549e-20,1.8718853450922745e-20
271,0.0,1e-05,-14.391299884929733,8.714900242210979e-26,4.3574501211054893e-26
272,0.0,1e-05,-11.030624740492105,7.127496164072252e-19,3.563748082036126e-19
273,0.0,1e-05,-14.300071720812367,1.3661967210263407e-25,6.830983605131704e-26
274,0.0,1e-05,-14.70512746414756,1.9470008150827244e-26,9.735004075413622e-27
275,0.0,1e-05,-12.732058119198946,1.7675587325275214e-22,8.837793662637607e-23
276,0.0,1e-05,-13.068364846062886,4.3738500387703213e-23,2.1869250193851607e-23
277,0.0,1e-05,-15.287298985094377,1.0787634091856772e-27,5.393817045928386e-28
278,0.0,1e-05,-13.798034257927785,1.122762101238592e-24,5.61381050619296e-25
279,0.0,1e-05,-14.206496646008706,9.066230442221794e-25,4.533115221110897e-25
280,0.0,1e-05,-12.137952123076758,3.0610109433837322e-21,1.5305054716918661e-21
281,0.0,1e-05,-14.049242188209208,7.370641848001975e-25,3.6853209240009873e-25
282,0.0,1e-05,-12.985312055608095,3.4002429632437815e-22,1.7001214816218907e-22
283,0.0,1e-05,-14.769471339180452,1.647511727532263e-26,8.237558637661315e-27
284,0.0,1e-05,-12.85642878213719,1.450022099672211e-22,7.250110498361055e-23
285,0.0,1e-05,-13.941079099308187,5.39861558423923e-25,2.699307792119615e-25
286,0.0,1e-05,-14.82581239352305,8.987352200716864e-27,4.493676100358432e-27
287,0.0,1e-05,-15.130263154629315,9.347121561523845e-27,4.6735607807619224e-27
288,0.0,1e-05,-12.861263667862755,9.574273738380241e-23,4.7871368691901206e-23
289,0.0,1e-05,-14.763108100118409,1.9573121039697543e-26,9.786560519848771e-27
290,0.0,1e-05,-13.393477004981518,7.218891300559748e-24,3.609445650279874e-24
291,0.0,1e-05,-17.29198206978811,1.7179353411969042e-31,8.589676705984521e-32
292,0.0,1e-05,-12.242204766559619,2.312183399000174e-21,1.156091699500087e-21
293,0.0,1e-05,-14.572446171863774,1.009560154209891e-25,5.047800771049455e-26
294,0.0,1e-05,-15.097424297081526,6.250051008261671e-27,3.1250255041308356e-27
295,0.0,1e-05,-15.46349351262583,5.216502505042192e-28,2.608251252521096e-28
296,0.0,1e-05,-16.76122273659378,1.6284558120237843e-30,8.142279060118922e-31
297,0.0,1e-05,-13.865638768299313,1.0957963866143824e-24,5.478981933071912e-25
298,0.0,1e-05,-15.700232730198682,2.733844302308644e-28,1.366922151154322e-28
299,0.0,1e-05,-18.561655194110028,7.675831623579223e-34,3.8379158117896116e-34
300,0.0,1e-05,-15.12282514376307,9.168826326052105e-27,4.584413163026052e-27
301,0.0,1e-05,-17.498798763183437,7.671540559105662e-32,3.835770279552831e-32
302,0.0,1e-05,-15.490794066838454,5.135814425001666e-28,2.567907212500833e-28
303,0.0,1e-05,-15.365065048324615,3.3642440076507914e-27,1.6821220038253957e-27
304,0.0,1e-05,-13.477990547042808,4.849936933421477e-24,2.4249684667107387e-24
305,0.0,1e-05,-18.38712147899942,3.9221900271557e-33,1.96109501357785e-33
306,0.0,1e-05,-14.541940307947328,4.935966473072391e-26,2.4679832365361956e-26
307,0.0,1e-05,-15.009919510666547,4.4994678256505225e-27,2.2497339128252612e-27
308,0.0,1e-05,-14.69999882568625,2.0017668915501064e-26,1.0008834457750532e-26
309,0.0,1e-05,-16.135659315695484,3.8762301709968595e-29,1.9381150854984297e-29
310,0.0,1e-05,-17.447421222668805,1.1693334004475248e-31,5.846667002237624e-32
311,0.0,1e-05,-15.79386783712542,1.1202151466909838e-28,5.601075733454919e-29
312,0.0,1e-05,-17.124657793302173,3.683409639236585e-31,1.8417048196182925e-31
313,0.0,1e-05,-15.691117967547887,1.7459976669272995e-28,8.729988334636498e-29
314,0.0,1e-05,-14.674525809000608,1.8518349676401654e-26,9.259174838200827e-27
315,0.0,1e-05,-15.450921601532308,9.741360908898055e-28,4.870680454449027e-28
316,0.0,1e-05,-12.835239496161082,2.1020437532463846e-22,1.0510218766231923e-22
317,0.0,1e-05,-16.036333198065467,3.794170717860127e-29,1.8970853589300634e-29
318,0.0,1e-05,-16.056177712742294,6.87536985535094e-29,3.43768492767547e-29
319,0.0,1e-05,-13.006423767151285,1.5752487024716011e-22,7.876243512358006e-23
320,0.0,1e-05,-18.709025882753696,4.178397786501911e-34,2.0891988932509556e-34
321,0.0,1e-05,-13.24056624787816,4.99337106000368e-23,2.49668553000184e-23
322,0.0,1e-05,-18.317815518398618,4.095881908199578e-33,2.047940954099789e-33
323,0.0,1e-05,-16.404745531000152,9.126613224408341e-30,4.563306612204171e-30
324,0.0,1e-05,-16.101362104835747,2.8017309471583706e-29,1.4008654735791853e-29
325,0.0,1e-05,-16.43426694406644,9.14279832129165e-30,4.571399160645825e-30
326,0.0,1e-05,-17.679716113810144,1.17924220186845e-31,5.89621100934225e-32
327,0.0,1e-05,-16.738991717248126,4.454141488303128e-30,2.227070744151564e-30
328,0.0,1e-05,-16.779897844595965,3.169818365517606e-30,1.584909182758803e-30
