delta,p,corr_p,t,p_t (two),p_t (one)
329,0.0,1e-05,-15.52839518947821,9.62030053096382e-28,4.81015026548191e-28
330,0.0,1e-05,-14.39629628841613,8.670502301024091e-26,4.3352511505120457e-26
331,0.0,1e-05,-17.946366531520834,1.0258309352151814e-32,5.129154676075907e-33
332,0.0,1e-05,-16.95568650118653,6.758937039430804e-31,3.379468519715402e-31
333,0.0,1e-05,-16.16344415258059,3.7736057147945234e-29,1.8868028573972617e-29
334,0.0,1e-05,-19.71150650941374,1.4132294035173498e-35,7.066147017586749e-36
335,0.0,1e-05,-17.3689574004726,1.615833471344959e-31,8.079167356724795e-32
336,0.0,1e-05,-15.653139008628507,2.444735369986593e-28,1.2223676849932965e-28
337,0.0,1e-05,-19.344349234442976,3.199491443579122e-35,1.599745721789561e-35
338,0.0,1e-05,-17.656790299514412,6.064489140853685e-32,3.0322445704268423e-32
339,0.0,1e-05,-16.989642879454994,5.747565749813534e-31,2.873782874906767e-31
340,0.0,1e-05,-16.947344952493797,7.077166426244763e-31,3.5385832131223813e-31
341,0.0,1e-05,-18.6983172787209,4.543271599702887e-34,2.2716357998514435e-34
342,0.0,1e-05,-15.836010064638641,2.620800494395289e-28,1.3104002471976444e-28
343,0.0,1e-05,-22.955599715665198,1.6411290845457905e-40,8.205645422728952e-41
344,0.0,1e-05,-18.1779029948774,3.705435041510587e-33,1.8527175207552935e-33
345,0.0,1e-05,-16.797826004037606,5.156671043757951e-30,2.5783355218789753e-30
346,0.0,1e-05,-17.02855208544418,5.497260455193272e-31,2.748630227596636e-31
347,0.0,1e-05,-17.662958542753685,3.407854671930579e-32,1.7039273359652894e-32
348,0.0,1e-05,-15.566132795395847,3.52193903601428e-28,1.76096951800714e-28
349,0.0,1e-05,-17.372940381130796,1.1292686849524875e-31,5.646343424762437e-32
350,0.0,1e-05,-17.78848218516161,2.2101433746455685e-32,1.1050716873227843e-32
351,0.0,1e-05,-18.191404680177023,3.595277950552555e-33,1.7976389752762774e-33
352,0.0,1e-05,-16.408072494144463,3.3564457405118886e-29,1.6782228702559443e-29
353,0.0,1e-05,-16.761557658906987,2.0280251588786234e-30,1.0140125794393117e-30
354,0.0,1e-05,-19.23288083035372,6.45090997463055e-35,3.225454987315275e-35
355,0.0,1e-05,-16.065833397451907,3.420723461052619e-29,1.7103617305263095e-29
356,0.0,1e-05,-23.806951706794145,3.093417369698881e-42,1.5467086848494406e-42
357,0.0,1e-05,-24.359001920087557,1.1082627212806318e-42,5.541313606403159e-43
358,0.0,1e-05,-17.316123615337222,1.5068159171933892e-31,7.534079585966946e-32
359,0.0,1e-05,-19.72229710814216,1.1087987883046528e-35,5.543993941523264e-36
360,0.0,1e-05,-17.556540393642685,1.2108283731086706e-31,6.054141865543353e-32
361,0.0,1e-05,-19.41256939777981,4.4058837133164606e-35,2.2029418566582303e-35
362,0.0,1e-05,-16.65142565985595,4.735590663551389e-30,2.3677953317756943e-30
363,0.0,1e-05,-16.029219816910985,7.705493808573279e-29,3.8527469042866396e-29
364,0.0,1e-05,-13.204188045743456,1.9036495290836858e-23,9.518247645418429e-24
365,0.0,1e-05,-20.131874434952664,1.3946531971324606e-36,6.973265985662303e-37
366,0.0,1e-05,-15.4196729813545,6.667624483823233e-28,3.3338122419116163e-28
367,0.0,1e-05,-17.267818351965385,9.42563745419623e-31,4.712818727098115e-31
368,0.0,1e-05,-17.53621877834978,1.1562084973188866e-31,5.781042486594433e-32
369,0.0,1e-05,-19.250584623122876,4.926742830337345e-35,2.4633714151686727e-35
370,0.0,1e-05,-18.79739999885861,4.696408076621947e-34,2.3482040383109736e-34
371,0.0,1e-05,-15.696788832017099,4.305439090858358e-28,2.152719545429179e-28
372,0.0,1e-05,-20.264882445456912,8.147890216673309e-37,4.073945108336654e-37
373,0.0,1e-05,-18.09234554087113,5.3142895838681384e-33,2.6571447919340692e-33
374,0.0,1e-05,-17.983308130370983,1.6145956725687734e-32,8.072978362843867e-33
375,0.0,1e-05,-19.293802859103003,4.6962034406297494e-35,2.3481017203148747e-35
376,0.0,1e-05,-20.50653336581733,4.019115334251673e-37,2.0095576671258364e-37
377,0.0,1e-05,-20.052649318300553,2.1540184645180293e-36,1.0770092322590146e-36
378,0.0,1e-05,-16.793876623694405,3.1169679015673975e-30,1.5584839507836987e-30
379,0.0,1e-05,-22.337449175190713,3.1263650977102034e-40,1.5631825488551017e-40
380,0.0,1e-05,-19.944748230342753,3.48230768124763e-36,1.741153840623815e-36
381,0.0,1e-05,-21.337265502027854,2.906688252439328e-38,1.453344126219664e-38
382,0.0,1e-05,-17.574499170108986,1.1873673284110282e-31,5.936836642055141e-32
383,0.0,1e-05,-18.575947744771955,7.162731324909685e-34,3.5813656624548426e-34
384,0.0,1e-05,-16.272905027322963,2.838542651038668e-29,1.419271325519334e-29
385,0.0,1e-05,-18.120465188363465,4.987413969137028e-33,2.493706984568514e-33
386,0.0,1e-05,-21.71783255894156,3.1110925190674066e-39,1.5555462595337033e-39
387,0.0,1e-05,-18.324014660765037,6.624605446014169e-33,3.3123027230070844e-33
388,0.0,1e-05,-18.446004004591654,3.1461112373784345e-33,1.5730556186892173e-33
389,0.0,1e-05,-16.638957709168107,2.9451274917682954e-30,1.4725637458841477e-30
390,0.0,1e-05,-17.939525617069854,4.443981378132823e-32,2.2219906890664115e-32
391,0.0,1e-05,-18.244054277424155,6.082978114342665e-33,3.0414890571713324e-33
392,0.0,1e-05,-21.29910262330095,2.658887847374586e-38,1.329443923687293e-38
393,0.0,1e-05,-21.83166502030235,2.856814845583072e-39,1.428407422791536e-39
394,0.0,1e-05,-19.74878268663942,1.1018885459269266e-35,5.509442729634633e-36
395,0.0,1e-05,-19.02663508530462,3.566872003943927e-34,1.7834360019719635e-34
396,0.0,1e-05,-21.031124581830895,7.07084025515618e-38,3.53542012757809e-38
397,0.0,1e-05,-18.20531980067235,3.98912478743592e-33,1.99456239371796e-33
398,0.0,1e-05,-22.967753396154187,3.29247637930231e-41,1.646238189651155e-41
399,0.0,1e-05,-21.065997138163066,2.7192315491891657e-37,1.3596157745945829e-37
