n,dist,p
1000,0.5000000000000001,0.461
1000,0.5000000000000001,0.475
1000,0.5000000000000001,0.469
10000,0.5000000000000001,0.4593
10000,0.5000000000000001,0.4527
10000,0.5000000000000001,0.4615
10000,0.5000000000000001,0.4635
10000,0.5000000000000001,0.4603
100000,0.5000000000000001,0.45597
100000,0.5000000000000001,0.45754
100000,0.5000000000000001,0.45508
100000,0.5000000000000001,0.45727
100000,0.5000000000000001,0.45646
100,0.5100000000000001,0.03
100,0.5100000000000001,0.01
100,0.5100000000000001,0.01
100,0.5100000000000001,0.01
100,0.5100000000000001,0.01
1000,0.5100000000000001,0.013
1000,0.5100000000000001,0.005
1000,0.5100000000000001,0.01
1000,0.5100000000000001,0.01
1000,0.5100000000000001,0.014
10000,0.5100000000000001,0.0121
10000,0.5100000000000001,0.0096
10000,0.5100000000000001,0.0102
10000,0.5100000000000001,0.0105
10000,0.5100000000000001,0.0099
100000,0.5100000000000001,0.01047
100000,0.5100000000000001,0.0104
100000,0.5100000000000001,0.01018
100000,0.5100000000000001,0.00987
100000,0.5100000000000001,0.01021
100,0.5200000000000001,0.06
100,0.5200000000000001,0.13
100,0.5200000000000001,0.06
100,0.5200000000000001,0.11
100,0.5200000000000001,0.07
1000,0.5200000000000001,0.089
1000,0.5200000000000001,0.107
1000,0.5200000000000001,0.091
1000,0.5200000000000001,0.106
1000,0.5200000000000001,0.099
10000,0.5200000000000001,0.0976
10000,0.5200000000000001,0.0942
10000,0.5200000000000001,0.0948
10000,0.5200000000000001,0.0953
10000,0.5200000000000001,0.0972
100000,0.5200000000000001,0.09858
100000,0.5200000000000001,0.09671
100000,0.5200000000000001,0.09714
100000,0.5200000000000001,0.09536
100000,0.5200000000000001,0.09633
100,0.5300000000000001,0.04
100,0.5300000000000001,0.04
100,0.5300000000000001,0.05
100,0.5300000000000001,0.07
100,0.5300000000000001,0.07
1000,0.5300000000000001,0.049
1000,0.5300000000000001,0.041
1000,0.5300000000000001,0.033
1000,0.5300000000000001,0.041
1000,0.5300000000000001,0.034
10000,0.5300000000000001,0.0401
10000,0.5300000000000001,0.0399
10000,0.5300000000000001,0.0386
10000,0.5300000000000001,0.039
10000,0.5300000000000001,0.041
100000,0.5300000000000001,0.04074
100000,0.5300000000000001,0.04096
100000,0.5300000000000001,0.04031
100000,0.5300000000000001,0.04128
100000,0.5300000000000001,0.04105
100,0.5400000000000001,0.43
100,0.5400000000000001,0.43
100,0.5400000000000001,0.43
100,0.5400000000000001,0.53
100,0.5400000000000001,0.36
1000,0.5400000000000001,0.429
1000,0.5400000000000001,0.417
1000,0.5400000000000001,0.403
1000,0.5400000000000001,0.416
1000,0.5400000000000001,0.434
10000,0.5400000000000001,0.4143
10000,0.5400000000000001,0.4138
10000,0.5400000000000001,0.4125
10000,0.5400000000000001,0.4108
10000,0.5400000000000001,0.4165
100000,0.5400000000000001,0.41178
100000,0.5400000000000001,0.41052
100000,0.5400000000000001,0.41369
100000,0.5400000000000001,0.41311
100000,0.5400000000000001,0.41345
100,0.5500000000000002,0.29
100,0.5500000000000002,0.19
100,0.5500000000000002,0.18
100,0.5500000000000002,0.23
100,0.5500000000000002,0.18
1000,0.5500000000000002,0.213
1000,0.5500000000000002,0.239
1000,0.5500000000000002,0.209
1000,0.5500000000000002,0.213
1000,0.5500000000000002,0.223
10000,0.5500000000000002,0.2133
10000,0.5500000000000002,0.217
10000,0.5500000000000002,0.215
10000,0.5500000000000002,0.2196
10000,0.5500000000000002,0.214
100000,0.5500000000000002,0.21599
100000,0.5500000000000002,0.21381
100000,0.5500000000000002,0.21712
100000,0.5500000000000002,0.21779
100000,0.5500000000000002,0.2132
100,0.5600000000000002,0.17
100,0.5600000000000002,0.16
100,0.5600000000000002,0.16
100,0.5600000000000002,0.18
100,0.5600000000000002,0.21
1000,0.5600000000000002,0.184
1000,0.5600000000000002,0.212
1000,0.5600000000000002,0.205
1000,0.5600000000000002,0.184
1000,0.5600000000000002,0.18
10000,0.5600000000000002,0.1906
10000,0.5600000000000002,0.1956
10000,0.5600000000000002,0.198
10000,0.5600000000000002,0.1942
10000,0.5600000000000002,0.1889
100000,0.5600000000000002,0.19429
100000,0.5600000000000002,0.19543
100000,0.5600000000000002,0.19341
100000,0.5600000000000002,0.19416
100000,0.5600000000000002,0.19384
100,0.5700000000000002,0.02
100,0.5700000000000002,0.01
100,0.5700000000000002,0.01
100,0.5700000000000002,0.02
100,0.5700000000000002,0.01
1000,0.5700000000000002,0.013
1000,0.5700000000000002,0.009
1000,0.5700000000000002,0.006
1000,0.5700000000000002,0.014
1000,0.5700000000000002,0.004
10000,0.5700000000000002,0.0073
10000,0.5700000000000002,0.0082
10000,0.5700000000000002,0.0085
10000,0.5700000000000002,0.0102
10000,0.5700000000000002,0.0101
100000,0.5700000000000002,0.00893
100000,0.5700000000000002,0.00898
100000,0.5700000000000002,0.00869
100000,0.5700000000000002,0.00876
100000,0.5700000000000002,0.0085
100,0.5800000000000002,0.01
100,0.5800000000000002,0.01
100,0.5800000000000002,0.01
100,0.5800000000000002,0.01
100,0.5800000000000002,0.01
1000,0.5800000000000002,0.003
1000,0.5800000000000002,0.001
1000,0.5800000000000002,0.001
1000,0.5800000000000002,0.001
1000,0.5800000000000002,0.002
10000,0.5800000000000002,0.0009
10000,0.5800000000000002,0.0014
10000,0.5800000000000002,0.0006
10000,0.5800000000000002,0.0012
10000,0.5800000000000002,0.0016
100000,0.5800000000000002,0.00095
100000,0.5800000000000002,0.00106
100000,0.5800000000000002,0.0012
100000,0.5800000000000002,0.00142
100000,0.5800000000000002,0.00131
100,0.5900000000000002,0.02
100,0.5900000000000002,0.03
100,0.5900000000000002,0.05
100,0.5900000000000002,0.03
100,0.5900000000000002,0.06
1000,0.5900000000000002,0.043
1000,0.5900000000000002,0.053
1000,0.5900000000000002,0.041
1000,0.5900000000000002,0.03
1000,0.5900000000000002,0.039
10000,0.5900000000000002,0.0377
10000,0.5900000000000002,0.037
10000,0.5900000000000002,0.041
10000,0.5900000000000002,0.0359
10000,0.5900000000000002,0.0382
100000,0.5900000000000002,0.03905
100000,0.5900000000000002,0.03743
100000,0.5900000000000002,0.03877
100000,0.5900000000000002,0.03767
100000,0.5900000000000002,0.03759
