dist,p,t,p_t_2,p_t_1,p_f_2,p_f_1
0.44600000000000006,1e-05,6.1263202913987325,1.9544218840382726e-08,9.772109420191363e-09,1.7556652028120515e-09,8.778326014060257e-10
0.44700000000000006,1e-05,5.002098427376353,2.519140777890557e-06,1.2595703889452785e-06,2.614550881311643e-07,1.3072754406558215e-07
0.44800000000000006,1e-05,3.966583397959359,0.00013940519971028628,6.970259985514314e-05,7.981193843068947e-06,3.990596921534473e-06
0.44900000000000007,1e-05,3.9507301549333405,0.00015047739652109093,7.523869826054547e-05,2.0656582068559444e-06,1.0328291034279722e-06
0.45000000000000007,0.00026,3.485713626173163,0.000736052132916072,0.000368026066458036,0.0006074913507370607,0.0003037456753685304
0.45100000000000007,6e-05,4.750801264932607,8.42368459787707e-06,4.211842298938535e-06,5.666055731016911e-05,2.8330278655084557e-05
0.45200000000000007,5e-05,3.732452530791544,0.00031856505997203475,0.00015928252998601738,9.346599372675567e-05,4.6732996863377834e-05
0.45300000000000007,0.00077,2.876854582156386,0.00492958385442448,0.00246479192721224,0.001657019166970434,0.000828509583485217
0.45400000000000007,7e-05,3.867392330597871,0.00019803419669245904,9.901709834622952e-05,0.00011081505494186687,5.5407527470933434e-05
0.45500000000000007,1e-05,6.046957237601432,2.7442799030846867e-08,1.3721399515423434e-08,3.204667566294371e-08,1.6023337831471856e-08
0.45600000000000007,1e-05,5.635719385350055,2.4888612411315304e-07,1.2444306205657652e-07,3.033236271856435e-09,1.5166181359282176e-09
0.4570000000000001,1e-05,5.79156877647936,8.452102440560461e-08,4.2260512202802306e-08,1.3101322479805568e-08,6.550661239902784e-09
0.4580000000000001,1e-05,6.055973032859046,2.5810487123402255e-08,1.2905243561701128e-08,1.894284541394207e-09,9.471422706971034e-10
0.4590000000000001,4e-05,3.5104447683266167,0.0006893956017158231,0.00034469780085791155,0.00015459308598922823,7.729654299461412e-05
0.4600000000000001,4e-05,3.801292808639365,0.00025051155488380327,0.00012525577744190163,0.00012163995213573002,6.081997606786501e-05
0.4610000000000001,7e-05,4.065358103171983,9.805230499901173e-05,4.902615249950586e-05,0.00011291504693604722,5.645752346802361e-05
0.4620000000000001,0.00063,3.48789391406178,0.000736178443810654,0.000368089221905327,0.0013624560688877468,0.0006812280344438734
0.4630000000000001,1e-05,4.139538880751674,7.389737580167445e-05,3.6948687900837224e-05,0.00010224405891444692,5.112202945722346e-05
0.4640000000000001,0.00049,3.3201940360212077,0.0012647822999924774,0.0006323911499962387,0.0011105355408393548,0.0005552677704196774
0.4650000000000001,1e-05,4.50883735606241,1.8182788594400887e-05,9.091394297200443e-06,1.4177359343549369e-05,7.0886796717746845e-06
0.4660000000000001,0.01338,2.1189700156106115,0.03680950561287949,0.018404752806439745,0.029120601536890917,0.014560300768445458
0.4670000000000001,0.03366,1.7559673557871698,0.08227637464425343,0.041138187322126714,0.0717187518284743,0.03585937591423715
0.4680000000000001,0.02852,1.9633953348643027,0.052435854809858434,0.026217927404929217,0.06001738521048719,0.030008692605243595
0.4690000000000001,0.04257,1.7521185820670848,0.08291973532869824,0.04145986766434912,0.08897810770762893,0.044489053853814464
0.4700000000000001,0.01274,2.438277849120419,0.01660206321893889,0.008301031609469446,0.027722999160173976,0.013861499580086988
0.4710000000000001,1e-05,4.451222254605682,2.2790398359521324e-05,1.1395199179760662e-05,2.215655212756111e-05,1.1078276063780556e-05
0.4720000000000001,1e-05,4.026676430740711,0.0001129601102920018,5.64800551460009e-05,4.1138589911657864e-05,2.0569294955828932e-05
0.4730000000000001,0.05564,1.5972771703248068,0.11360819616706157,0.056804098083530784,0.11407800853398314,0.05703900426699157
