dist,p,t,p_t_2,p_t_1
0.4,1e-05,9.261119003838143,8.010977856274186e-15,4.005488928137093e-15
0.4,1e-05,9.261119003838143,8.010977856274186e-15,4.005488928137093e-15
0.401,1e-05,12.38049406970067,1.4344641895687628e-21,7.172320947843814e-22
0.401,1e-05,12.38049406970067,1.4344641895687628e-21,7.172320947843814e-22
0.402,1e-05,12.40482390687021,1.0226966082655304e-21,5.113483041327652e-22
0.402,1e-05,12.40482390687021,1.0226966082655304e-21,5.113483041327652e-22
0.403,1e-05,10.564763157100474,8.052099116704163e-18,4.026049558352082e-18
0.403,1e-05,10.564763157100474,8.052099116704163e-18,4.026049558352082e-18
0.404,1e-05,11.067509732047595,6.136835991958727e-19,3.0684179959793634e-19
0.404,1e-05,11.067509732047595,6.136835991958727e-19,3.0684179959793634e-19
0.405,1e-05,8.859378812254793,3.6049953638568676e-14,1.8024976819284338e-14
0.405,1e-05,8.859378812254793,3.6049953638568676e-14,1.8024976819284338e-14
0.406,1e-05,11.061622734604743,8.043680453673211e-19,4.0218402268366054e-19
0.406,1e-05,11.061622734604743,8.043680453673211e-19,4.0218402268366054e-19
0.40700000000000003,1e-05,11.279311811721538,2.2951856258933652e-19,1.1475928129466826e-19
0.40700000000000003,1e-05,11.279311811721538,2.2951856258933652e-19,1.1475928129466826e-19
0.40800000000000003,1e-05,13.10688752373086,2.8856205031985504e-23,1.4428102515992752e-23
0.40800000000000003,1e-05,13.10688752373086,2.8856205031985504e-23,1.4428102515992752e-23
0.40900000000000003,1e-05,10.517492617643057,1.426801010974428e-17,7.13400505487214e-18
0.40900000000000003,1e-05,10.517492617643057,1.426801010974428e-17,7.13400505487214e-18
0.41000000000000003,1e-05,9.882675652310986,2.1794592285521821e-16,1.0897296142760911e-16
0.41000000000000003,1e-05,9.882675652310986,2.1794592285521821e-16,1.0897296142760911e-16
0.41100000000000003,1e-05,7.450600026122524,3.698329268706913e-11,1.8491646343534563e-11
0.41100000000000003,1e-05,7.450600026122524,3.698329268706913e-11,1.8491646343534563e-11
0.41200000000000003,1e-05,10.399795556796455,2.1170090100175258e-17,1.0585045050087629e-17
0.41200000000000003,1e-05,10.399795556796455,2.1170090100175258e-17,1.0585045050087629e-17
0.41300000000000003,1e-05,9.315087911585469,4.304657170541471e-15,2.1523285852707354e-15
0.41300000000000003,1e-05,9.315087911585469,4.304657170541471e-15,2.1523285852707354e-15
0.41400000000000003,1e-05,7.548003851023354,2.5057343206248958e-11,1.2528671603124479e-11
0.41400000000000003,1e-05,7.548003851023354,2.5057343206248958e-11,1.2528671603124479e-11
0.41500000000000004,1e-05,8.2605129544452,7.232137856005142e-13,3.616068928002571e-13
0.41500000000000004,1e-05,8.2605129544452,7.232137856005142e-13,3.616068928002571e-13
0.41600000000000004,1e-05,9.216952149149831,6.0979259507572205e-15,3.0489629753786102e-15
0.41600000000000004,1e-05,9.216952149149831,6.0979259507572205e-15,3.0489629753786102e-15
0.41700000000000004,1e-05,6.505796598768331,4.470963270490859e-09,2.2354816352454296e-09
0.41700000000000004,1e-05,6.505796598768331,4.470963270490859e-09,2.2354816352454296e-09
0.41800000000000004,1e-05,8.047105506365119,2.0459391475830586e-12,1.0229695737915293e-12
0.41800000000000004,1e-05,8.047105506365119,2.0459391475830586e-12,1.0229695737915293e-12
0.41900000000000004,1e-05,8.065121668903341,1.8529205160796863e-12,9.264602580398432e-13
0.41900000000000004,1e-05,8.065121668903341,1.8529205160796863e-12,9.264602580398432e-13
0.42000000000000004,1e-05,8.93165797994258,2.623937480851667e-14,1.3119687404258336e-14
0.42000000000000004,1e-05,8.93165797994258,2.623937480851667e-14,1.3119687404258336e-14
0.42100000000000004,1e-05,9.600526541522594,1.1385924617600619e-15,5.692962308800309e-16
0.42100000000000004,1e-05,9.600526541522594,1.1385924617600619e-15,5.692962308800309e-16
0.42200000000000004,1e-05,10.326183282882589,2.377970066199143e-17,1.1889850330995714e-17
0.42200000000000004,1e-05,10.326183282882589,2.377970066199143e-17,1.1889850330995714e-17
0.42300000000000004,1e-05,10.024911401412828,1.178007382545514e-16,5.89003691272757e-17
0.42300000000000004,1e-05,10.024911401412828,1.178007382545514e-16,5.89003691272757e-17
0.42400000000000004,1e-05,8.00346427583129,2.5224477319206324e-12,1.2612238659603162e-12
0.42400000000000004,1e-05,8.00346427583129,2.5224477319206324e-12,1.2612238659603162e-12
0.42500000000000004,1e-05,8.721598840535773,9.806797285332489e-14,4.9033986426662447e-14
0.42500000000000004,1e-05,8.721598840535773,9.806797285332489e-14,4.9033986426662447e-14
0.42600000000000005,1e-05,9.460392892716213,1.9406750856239447e-15,9.703375428119724e-16
0.42600000000000005,1e-05,9.460392892716213,1.9406750856239447e-15,9.703375428119724e-16
0.42700000000000005,1e-05,7.254675919973142,1.182622182703439e-10,5.913110913517196e-11
0.42700000000000005,1e-05,7.254675919973142,1.182622182703439e-10,5.913110913517196e-11
0.42800000000000005,1e-05,9.264151339059676,5.014048136497951e-15,2.5070240682489756e-15
0.42800000000000005,1e-05,9.264151339059676,5.014048136497951e-15,2.5070240682489756e-15
0.42900000000000005,1e-05,6.405580772254953,5.2284820986297145e-09,2.6142410493148572e-09
0.42900000000000005,1e-05,6.405580772254953,5.2284820986297145e-09,2.6142410493148572e-09
0.43000000000000005,1e-05,6.852379406197532,1.2170740961962975e-09,6.085370480981488e-10
0.43000000000000005,1e-05,6.852379406197532,1.2170740961962975e-09,6.085370480981488e-10
0.43100000000000005,1e-05,5.938160034272332,4.50475369047377e-08,2.252376845236885e-08
0.43100000000000005,1e-05,5.938160034272332,4.50475369047377e-08,2.252376845236885e-08
0.43200000000000005,1e-05,7.928142735628021,4.010274972605838e-12,2.005137486302919e-12
0.43200000000000005,1e-05,7.928142735628021,4.010274972605838e-12,2.005137486302919e-12
0.43300000000000005,1e-05,6.651357347024288,1.7459206341541164e-09,8.729603170770582e-10
0.43300000000000005,1e-05,6.651357347024288,1.7459206341541164e-09,8.729603170770582e-10
0.43400000000000005,1e-05,5.999893710307433,3.6812547128511427e-08,1.8406273564255713e-08
0.43400000000000005,1e-05,5.999893710307433,3.6812547128511427e-08,1.8406273564255713e-08
0.43500000000000005,1e-05,6.078972240529818,2.3566988576810076e-08,1.1783494288405038e-08
0.43500000000000005,1e-05,6.078972240529818,2.3566988576810076e-08,1.1783494288405038e-08
0.43600000000000005,1e-05,6.415936971650603,5.443561620787172e-09,2.721780810393586e-09
0.43600000000000005,1e-05,6.415936971650603,5.443561620787172e-09,2.721780810393586e-09
0.43700000000000006,1e-05,5.69346933343256,1.3011597270188422e-07,6.505798635094211e-08
0.43700000000000006,1e-05,5.69346933343256,1.3011597270188422e-07,6.505798635094211e-08
0.43800000000000006,1e-05,4.861394054067293,4.450635219533757e-06,2.2253176097668786e-06
0.43800000000000006,1e-05,4.861394054067293,4.450635219533757e-06,2.2253176097668786e-06
0.43900000000000006,1e-05,4.743632383224036,7.202786759986333e-06,3.6013933799931666e-06
0.43900000000000006,1e-05,4.743632383224036,7.202786759986333e-06,3.6013933799931666e-06
0.44000000000000006,1e-05,6.4578482574014435,4.411341373289323e-09,2.2056706866446616e-09
0.44000000000000006,1e-05,6.4578482574014435,4.411341373289323e-09,2.2056706866446616e-09
0.44100000000000006,1e-05,5.934498210403034,4.738724154022715e-08,2.3693620770113576e-08
0.44100000000000006,1e-05,5.934498210403034,4.738724154022715e-08,2.3693620770113576e-08
0.44200000000000006,1e-05,5.198616922205427,1.0975753354462856e-06,5.487876677231428e-07
0.44200000000000006,1e-05,5.198616922205427,1.0975753354462856e-06,5.487876677231428e-07
0.44300000000000006,1e-05,5.537943634226744,2.676790308823963e-07,1.3383951544119815e-07
0.44300000000000006,1e-05,5.537943634226744,2.676790308823963e-07,1.3383951544119815e-07
0.44400000000000006,1e-05,5.258678702455688,8.515394189679002e-07,4.257697094839501e-07
0.44400000000000006,1e-05,5.258678702455688,8.515394189679002e-07,4.257697094839501e-07
0.44500000000000006,1e-05,6.445966293813904,4.761350642383412e-09,2.380675321191706e-09
0.44500000000000006,1e-05,6.445966293813904,4.761350642383412e-09,2.380675321191706e-09
0.44600000000000006,1e-05,5.550385648277644,2.505785436776985e-07,1.2528927183884924e-07
0.44600000000000006,1e-05,5.550385648277644,2.505785436776985e-07,1.2528927183884924e-07
0.44700000000000006,4e-05,3.894027652359272,0.0001880728647618994,9.40364323809497e-05
