A-7-3.3,1.0
A-7-3.1,1.0
A-10-3a,1.0
A-10-2a,1.0
A-10-3b,1.0
A-35-2a,1.0
A-35-2b,0.0
A-35-2c,0.00042
A-34-2b,1.0
A-34-1a,1.0
A-34-1c,1.0
A-13-3b,0.0343
A-13-3a,0.0
A-13-3c,0.0
A-26-3a,1.0
A-26-3c,1.0
A-26-3b,1.0
A-23-2b,0.00111
A-23-2c,0.00025
A-23-2a,0.0
PS5961,0.0
A-6-2-1,0.0
A-24-2b,1.0
A-24-2a,1.0
A-6-1a,0.0
A-6-2b,1.0
A-6-2a,0.0
A-23-3-3,1.0
A-23-2-3,0.0
A-24-2-2,0.0
A-19-3-3,5e-05
A-19-3-1,0.0
A-9-3-2,1.0
A-3-1-1,1.0
A-10-1-1,1.0
A-1-2-2,1.0
A-5-3-1,1.0
A-9-1-3,0.0
A-12-1-2,1e-05
A-12-1-1,0.0
A-23-2-1,0.0
PS7244/PS5970,1.0
PS7244/+,1.0
A9-1-1-1,0.0
PS5970/A9-1-1-1,1.0
PS5970/A9-1-1-1 (M),0.03599
PS5970 (M),1.0
PS5970,1.0
A-1-2-1,1.0
A-30-3c,0.05409
PS5869,0.0
A-10-2c,0.0006
A-1-3A,1.0
A-17-1-2,0.0
A-17-1-3,0.0
A-30-3a,1.0
A-7-3-2,1.0
A-15-3c,1.0
A-15-3b,1.0
A-21-2,1.0
PS7244/PS5961 (M),1.0
PS7244/PS5961,1.0
PS7244/PS5689,1.0
PS7244/PS5689 (M),1.0
A-9-1-1,0.0
A-9-1-1/PS5689,1.0
A-9-1-1/PS5689 (M),1.0
A-12-1-1/PS5970,1.0
A-12-1-1/PS597-0 (M),1.0
A-12-1-1/PS5689,1.0
A-12-1-1/PS5689 (M),1.0
A-12-1-1/PS5961,1.0
A-12-1-1/PS5961 (M),1.0
A-6-2-1/PS5970,1.0
A-6-2-1/PS5970 (M),1.0
A-6-2-1/PS5689,0.0
A-6-2-1/PS5689 (M),0.0
A-6-2-1/PS5961,1.0
A-6-2-1/PS5961 (M),1.0
A-7-3-3,1.0
A-7-3-3/PS5970,1.0
A-7-3-3/PS5970 (M),1.0
A-7-3-3/PS5961,1.0
A-7-3-3/PS5961 (M),1.0
A-7-3-3/PS5689,1.0
A-7-3-3/PS5689 (M),1.0
A-13-3c/PS5970,1.0
A-13-3c/PS5970 (M),1.0
A-13-3c/PS5961,1.0
A-13-3c/PS5961 (M),1.0
A-13-3c/PS5689,1.0
A-13-3c/PS5689 (M),1.0
A-23-2-3/PS5970,1.0
A-23-2-3/PS5970 (M),1.0
A-23-2-3/PS5961,1.0
A-23-2-3/PS5961 (M),1.0
A-23-2-3/PS5689,1.0
A-23-2-3/PS5689 (M),1.0
A-35-2c/PS5689,1.0
A-35-2c/PS5689 (M),1.0
A-35-2c/PS5961,1.0
A-35-2c/PS5961 (M),1.0
A-35-2c/PS5970,1.0
A-35-2c/PS5970 (M),1.0
A-34-1c/PS5689,1.0
A-34-1c/PS5689 (M),1.0
A-34-1c/PS5961,1.0
A-34-1c/PS5961 (M),1.0
A-34-1c/PS5970,1.0
A-34-1c/PS5970 (M),1.0
A-17-1-3/PS5970,1.0
A-17-1-3/PS5970 (M),1.0
A-17-1-3/PS5961,1.0
A-17-1-3/PS5961 (M),1.0
A-17-1-3/PS5689,1.0
A-17-1-3/PS5689 (M),1.0
A-19-1-3,0.0
A-19-1-3/PS5970,0.04383
A-19-1-3/PS5970 (M),1.0
A-19-1-3/PS5961,1.0
A-19-1-3PS5961 (M),1.0
A-19-1-3/PS5689,1.0
A-19-1-3/PS5689 (M),0.02048
A-9-1-1/PS5961,1.0
A-9-1-1/PS5961 (M),1.0
A-23-2-3/A-13-3c,1.0
A-23-2-3/A-13-3c (M),1.0
A-7-2-1,0.00025
A-7-2-1/PS5970,1.0
A-7-2-1/PS5970 (M),1.0
A-7-2-1/PS5961,1.0
A-7-2-1/PS5961 (M),1.0
A-7-2-1/PS5689,1.0
A-7-2-1/PS5689 (M),1.0
A-14-2-2,0.0
A-14-2-2/A-12-1-1 (M),1.0
A-14-2-2/A-12-1-1,1.0
A-14-3-3/A12-1-1,1.0
A-14-3-3/A12-1-1 (M),1.0
EG8040,0.00291
EG8040/A23-2-3,1.0
