,index,ID,Date,HS time,phenotype,number,freq,total,suppressors
475,484,PS7244,7/22/17,15,DL,sssasaaaaasaa,0.384615385,13,5
476,485,PS5961,7/22/17,15,DL,ssssssss,1,8,8
477,486,A-6-2-1,7/22/17,15,DL,ssssssssssssssssass,0.947368421,19,18
478,487,A-24-2b,7/22/17,15,DL,saaaaaaaaa,0.1,10,1
479,488,A-24-2a,7/22/17,15,DL,saaasaaaaaaaaaaaaaasssa,0.217391304,23,5
480,489,A-6-1a,7/22/17,15,DL,sssssssssssssssss,1,17,17
481,490,A-6-2b,7/22/17,15,DL,sssaaaaasaaa,0.333333333,12,4
482,491,A-6-2a,7/22/17,15,DL,sasaaaaassas,0.416666667,12,5
483,498,PS7244,7/22/17,15,DL,assaaaa,0.285714286,7,2
484,499,A-23-3-3,7/22/17,15,DL,aaaaaa,0,6,0
485,500,A-23-2-3,7/22/17,15,DL,aaaaaa,0,6,0
486,502,A-19-3-3,7/22/17,15,DL,aaaaaaaaaaaaa,0,13,0
487,504,A-9-3-2,7/22/17,15,DL,aaaaaaaaaa,0,10,0
488,505,A-3-1-1,7/22/17,15,DL,aaaaaa,0,6,0
489,506,A-10-1-1,7/23/17,15,DL,saaaaaaaaa,0.1,10,1
490,508,A-1-2-2,7/23/17,15,DL,sssssaaass,0.7,10,7
491,509,A-5-3-1,7/23/17,15,DL,aaaaaaasa,0.111111111,9,1
492,511,A-12-1-2,7/23/17,15,DL,aaaaaaaaaaaaa,0,13,0
493,512,A-12-1-1,7/23/17,15,DL,aaaaaaaaaaaaaaa,0,15,0
494,513,A-23-2-1,7/23/17,15,DL,aaaaaaa,0,7,0
495,517,PS7244/PS5970,7/23/17,15,DL,aaaaaaaaaaaaa,0,13,0
496,518,PS7244/+,7/23/17,15,DL,aaaaaaaaa,0,9,0
497,519,A9-1-1-1,7/23/17,15,DL,aaaaaaaaaaaaaaaa,0,16,0
498,520,PS5970/A9-1-1-1,7/23/17,15,DL,aaaaaaaaaaaa,0,12,0
499,523,PS5970,7/23/17,15,DL,saaaaaaasa,0.2,10,2
500,524,A-1-2-1,7/23/17,15,DL,aaassa,0.333333333,6,2
501,526,A-30-3c,7/23/17,15,DL,aaaaaaaaaaaaa,0,13,0
502,527,PS7244,7/24/17,15,DL,aaaaaaaaaaaaa,0,13,0
503,528,PS5869,7/24/17,15,DL,saasassaaaasaaaaaa,0.277777778,18,5
504,529,A-10-2c,7/24/17,15,DL,aaaaaaa,0,7,0
505,530,A-30-3c,7/24/17,15,DL,aaaaaa,0,6,0
506,531,A-1-3A,7/24/17,15,DL,aaaaaa,0,6,0
507,532,A-17-1-2,7/24/17,15,DL,aaaaaaaaaa,0,10,0
508,533,A-17-1-3,7/24/17,15,DL,aassaaas,0.375,8,3
509,534,A-30-3a,7/24/17,15,DL,aaaaaaaaaaaaa,0,13,0
510,535,A-7-3-2,7/24/17,15,DL,ssssssss,1,8,8
511,536,A-7-2-1,7/24/17,30,DL,aaaaaaaaaa,0,10,0
512,537,A-31-3c,7/24/17,30,DL,aaaaa,0,5,0
513,538,A-31-3a,7/24/17,30,DL,aaaaaaaa,0,8,0
514,539,A-7-1a,7/24/17,30,DL,sssss,1,5,5
515,540,A-31-3b,7/24/17,30,DL,aaaaaaaaaa,0,10,0
516,541,PS7244,7/24/17,15,DL,aaaaaaaaaa,0,10,0
517,542,A-15-3c,7/24/17,15,DL,aaaaaaaaaa,0,10,0
518,543,A-15-3b,7/24/17,15,DL,aasaaaaaaaaaa,0.076923077,13,1
519,544,A-21-2,7/24/17,15,DL,aaassaa,0.285714286,7,2
520,545,PS7244,7/29/17,30,DL,saaaaaaaaasaaaaaa,0.117647059,17,2
521,546,A-3-2a/PS5689 (M),7/29/17,30,DL,ssssss,1,6,6
522,547,A-3-2a/PS5689 ,7/29/17,30,DL,ssssssasa,0.777777778,9,7
523,548,A-3-2a,7/29/17,30,DL,ssasssssssaa,0.75,12,9
524,549,A-3-2a/PS5970,7/29/17,30,DL,aaaaaaassaas,0.25,12,3
525,550,A-3-2a/PS5970 (M),7/29/17,30,DL,sssaas,0.666666667,6,4
526,551,A-3-2a/PS56961,7/29/17,30,DL,saaaaasasas,0.363636364,11,4
527,552,A-3-2a/PS56961 (M),7/29/17,30,DL,sssssssss,1,9,9
528,553,PS7244/PS5961,7/29/17,30,DL,aaaaaaa,0,7,0
529,554,PS7244/PS5689,7/29/17,30,DL,aaaaaa,0,6,0
530,555,PS7244/PS5689 (M),7/29/17,30,DL,s,1,1,1
531,556,PS7244,7/29/17,15,DL,aasaaasaaasaaaaaa,0.176470588,17,3
532,557,PS7244/PS5961 (M),7/29/17,15,DL,aaasasa,0.285714286,7,2
533,558,PS7244/PS5961,7/29/17,15,DL,sssssa2,0.714285714,6,5
534,559,PS7244/PS5689,7/29/17,15,DL,aaassa,0.333333333,6,2
535,560,PS7244/PS5689 (M),7/29/17,15,DL,ssssas,0.833333333,6,5
536,561,A-9-1-1,7/29/17,15,DL,aaaaaasaasssaaaas,0.294117647,17,5
537,562,A-9-1-1/PS5689,7/29/17,15,DL,aaasaaa,0.142857143,7,1
538,563,A-9-1-1/PS5689 (M),7/29/17,15,DL,sassass,0.714285714,7,5
539,571,A-6-2-1,7/29/17,15,DL,sasssssssassssssss,0.888888889,18,16
540,572,A-6-2-1/PS5970,7/29/17,15,DL,aaasaa3,0.142857143,6,1
541,573,A-6-2-1/PS5970 (M),7/29/17,15,DL,sssssssssa,0.9,10,9
542,574,A-6-2-1/PS5689,7/29/17,15,DL,asssssasassass,0.714285714,14,10
543,575,A-6-2-1/PS5689 (M),7/29/17,15,DL,ssssss,1,6,6
544,576,A-6-2-1/PS5961,7/29/17,15,DL,ssssssa,0.857142857,7,6
545,577,A-6-2-1/PS5961 (M),7/29/17,15,DL,aasssssss,0.777777778,9,7
546,578,PS7244,7/29/17,15,DL,saasaaasaaaa,0.25,12,3
547,579,A-7-3-3,7/29/17,15,DL,ssssssass,0.888888889,9,8
548,580,A-7-3-3/PS5970,7/29/17,15,DL,asaaasasaa,0.3,10,3
549,581,A-7-3-3/PS5970 (M),7/29/17,15,DL,sssssss,1,7,7
550,582,A-7-3-3/PS5961,7/29/17,15,DL,aaaasaaaaaa,0.090909091,11,1
551,583,A-7-3-3/PS5961 (M),7/29/17,15,DL,ssssssas,0.875,8,7
552,584,A-7-3-3/PS5689,7/29/17,15,DL,aaaaasaaa,0.111111111,9,1
553,585,A-7-3-3/PS5689 (M),7/29/17,15,DL,aaasass,0.428571429,7,3
554,586,PS7244,7/29/17,15,DL,aasaaaa,0.142857143,7,1
555,587,A-13-3c,7/29/17,15,DL,aaaaaasaasaas,0.230769231,13,3
556,588,A-13-3c/PS5970,7/29/17,15,DL,asaaaaa,0.142857143,7,1
557,589,A-13-3c/PS5970 (M),7/29/17,15,DL,ssssss,1,6,6
558,590,A-13-3c/PS5961,7/29/17,15,DL,aaaaaa,0,6,0
559,591,A-13-3c/PS5961 (M),7/29/17,15,DL,ssaaaas,0.428571429,7,3
560,592,A-13-3c/PS5689,7/29/17,15,DL,aaaassaas,0.333333333,9,3
561,593,A-13-3c/PS5689 (M),7/29/17,15,DL,asssass,0.714285714,7,5
562,594,PS7244,7/29/17,15,DL,saassaa,0.428571429,7,3
563,595,A-23-2-3,7/29/17,15,DL,aaaaaaaaaaaaa,0,13,0
564,596,A-23-2-3/PS5970,7/29/17,15,DL,aaaaaaaaaaaaaa,0,14,0
565,597,A-23-2-3/PS5970 (M),7/29/17,15,DL,aaaaa,0,5,0
566,598,A-23-2-3/PS5961,7/29/17,15,DL,aaaa,0,4,0
567,599,A-23-2-3/PS5961 (M),7/29/17,15,DL,aaaaa,0,5,0
568,600,A-23-2-3/PS5689,7/29/17,15,DL,aaaaaa,0,6,0
569,601,A-23-2-3/PS5689 (M),7/29/17,15,DL,aasa,0.25,4,1
570,602,A-35-2c,7/30/17,15,DL,sssssaasaass,0.666666667,12,8
571,603,A-35-2c/PS5689,7/30/17,15,DL,sassassa,0.625,8,5
572,604,A-35-2c/PS5689 (M),7/30/17,15,DL,sssssssssss,1,11,11
573,605,A-35-2c/PS5961,7/30/17,15,DL,asaasas,0.428571429,7,3
574,606,A-35-2c/PS5961 (M),7/30/17,15,DL,as,0.5,2,1
575,607,A-35-2c/PS5970,7/30/17,15,DL,aaaaaa,0,6,0
576,608,A-35-2c/PS5970 (M),7/30/17,15,DL,sssssasss,0.888888889,9,8
577,609,PS7244,7/30/17,15,DL,asssaaaaassaaaas,0.375,16,6
578,610,PS7244,7/30/17,15,DL,asaaaasaaa,0.2,10,2
579,611,A-34-1c,7/30/17,15,DL,ssssaaass,0.666666667,9,6
580,612,A-34-1c/PS5689,7/30/17,15,DL,asaasaa,0.285714286,7,2
581,613,A-34-1c/PS5689 (M),7/30/17,15,DL,ssssssa,0.857142857,7,6
582,614,A-34-1c/PS5961,7/30/17,15,DL,aaaaaaaaaas,0.090909091,11,1
583,615,A-34-1c/PS5961 (M),7/30/17,15,DL,ssssss,1,6,6
584,616,A-34-1c/PS5970,7/30/17,15,DL,aaaaaasa,0.125,8,1
585,617,A-34-1c/PS5970 (M),7/30/17,15,DL,ssaaassss,0.666666667,9,6
586,618,PS7244,7/30/17,30,DL,aaaaaaaaaa,0,10,0
587,619,A-14-2-2,7/30/17,30,DL,aasasaassasasa,0.428571429,14,6
588,620,A-14-2-2/PS5970,7/30/17,30,DL,aaaaaaaaaaaa,0,12,0
589,621,A-14-2-2/PS5970 (M),7/30/17,30,DL,sassss,0.833333333,6,5
590,622,A-14-2-2/PS5961,7/30/17,30,DL,aaaaaaaaaa,0,10,0
591,623,A-14-2-2/PS5961 (M),7/30/17,30,DL,assaasssasss,0.666666667,12,8
592,624,A-14-2-2/PS5689,7/30/17,30,DL,aaaaaaa,0,7,0
593,625,A-14-2-2/PS5689 (M),7/30/17,30,DL,ssssssssssss,1,12,12
594,626,PS7244,7/30/17,30,DL,sssaaaaaasaa,0.333333333,12,4
595,627,A-14-3-3/PS5970,7/30/17,30,DL,aaasaaa,0.142857143,7,1
596,628,A-14-3-3/PS5970 (M),7/30/17,30,DL,sassssass,0.777777778,9,7
597,629,A-14-3-3/PS5961,7/30/17,30,DL,aaasssas,0.5,8,4
598,630,A-14-3-3/PS5961 (M),7/30/17,30,DL,sasssssss,0.888888889,9,8
599,631,A-14-3-3/PS5689,7/30/17,30,DL,aaaaaaas,0.125,8,1
600,632,A-14-3-3/PS5689 (M),7/30/17,30,DL,sssssssaasss,0.833333333,12,10
601,633,A-17-1-3,7/31/17,15,DL,sasssssssaassaa,0.666666667,15,10
602,634,A-17-1-3/PS5970,7/31/17,15,DL,assaa,0.4,5,2
603,635,A-17-1-3/PS5970 (M),7/31/17,15,DL,sssss,1,5,5
604,636,A-17-1-3/PS5961,7/31/17,15,DL,assssa,0.666666667,6,4
605,637,A-17-1-3/PS5961 (M),7/31/17,15,DL,ssssss,1,6,6
606,638,A-17-1-3/PS5689,7/31/17,15,DL,asaassa,0.428571429,7,3
607,639,A-17-1-3/PS5689 (M),7/31/17,15,DL,ssss,1,4,4
608,640,A-19-1-3,8/4/17,15,DL,saaaaaaaaaa,0.090909091,11,1
609,641,A-19-1-3/PS5970,8/4/17,15,DL,aasassaaaaaaaas,0.266666667,15,4
610,642,A-19-1-3/PS5970 (M),8/4/17,15,DL,ssssss,1,6,6
611,650,A-23-2-3,8/4/17,15,DL,saaaaaaaaaaaaaaaaas,0.105263158,19,2
612,651,A-23-2-3/A-13-3c,8/4/17,15,DL,aaaaaaaaaaaa,0,12,0
613,652,A-23-2-3/A-13-3c (M),8/4/17,15,DL,aaaaaaaa,0,8,0
614,653,A-7-2-1,8/5/17,15,DL,sasaaaassaaa,0.333333333,12,4
615,654,A-7-2-1/PS5970,8/5/17,15,DL,aaasasa,0.285714286,7,2
616,655,A-7-2-1/PS5970 (M),8/5/17,15,DL,sssaasss,0.75,8,6
617,656,A-7-2-1/PS5961,8/5/17,15,DL,aaaaaa,0,6,0
618,657,A-7-2-1/PS5961 (M),8/5/17,15,DL,sssaa,0.6,5,3
619,658,A-7-2-1/PS5689,8/5/17,15,DL,aaasasaaaa,0.2,10,2
620,659,A-7-2-1/PS5689 (M),8/5/17,15,DL,ssass,0.8,5,4
621,660,A-12-1-1,8/5/17,15,DL,assaaasasasaaasaasasaaassa,0.384615385,26,10
622,661,A-14-2-2,8/5/17,15,DL,ssaaasaaa,0.333333333,9,3
623,662,A-14-2-2/A-12-1-1 (M),8/5/17,15,DL,asaaaaaa,0.125,8,1
624,663,A-14-2-2/A-12-1-1,8/5/17,15,DL,saaaassaa,0.333333333,9,3
625,664,A-14-3-3/A12-1-1,8/5/17,15,DL,aaaasaaaa,0.111111111,9,1
626,665,A-14-3-3/A12-1-1 (M),8/5/17,15,DL,assssass,0.75,8,6
627,673,A-12-1-1,8/8/17,15,DL,pump slow,0.111111111,1,1
628,687,A-7-3.3,7/21/17,15,DP,not scored- looked like no one pumping ,0.025641026,1,1
629,688,A-7-3.1,7/21/17,15,DP,aaaaaaaa,0,8,0
630,689,PS7244,7/22/17,15,DP,aaaaaaaaaaa,0,11,0
631,690,A-10-3a,7/22/17,15,DP,aaaaaaaaae,0,9,0
632,691,A-10-2a,7/22/17,15,DP,aaaaaa6,0,6,0
633,692,A-10-3b,7/22/17,15,DP,aaaasaaaa,0.111111111,9,1
634,693,A-35-2a,7/22/17,15,DP,aaaaaaaaaaaa,0,12,0
635,694,A-35-2b,7/22/17,15,DP,aaaaaaaaa,0,9,0
636,695,A-35-2c,7/22/17,15,DP,aaaaaaaaaaaaaaaaa,0,17,0
637,696,A-34-2b,7/22/17,15,DP,aaaaaaaaaaaa,0,12,0
638,697,A-34-1a,7/22/17,15,DP,aaaa,0,4,0
639,698,A-34-1c,7/22/17,15,DP,aaaaaaaaa,0,9,0
640,699,PS7244,7/22/17,15,DP,aaaaaaaaaa,0,10,0
641,700,A-13-3b,7/22/17,15,DP,ssassasassas,0.666666667,12,8
642,702,A-13-3c,7/22/17,15,DP,ASSASSSA,0.625,8,5
643,703,A-26-3a,7/22/17,15,DP,aaaaaaaaaaa,0,11,0
644,704,A-26-3c,7/22/17,15,DP,aaaaa,0,5,0
645,705,A-26-3b,7/22/17,15,DP,AAAAAAAA,0,8,0
646,706,A-23-2b,7/22/17,15,DP,saaasaas,0.375,8,3
647,707,A-23-2c,7/22/17,15,DP,aaasasssaass,0.5,12,6
648,708,A-23-2a,7/22/17,15,DP,aass,0.5,4,2
649,709,PS7244,7/22/17,30,DP,aaaaaa,0,6,0
650,710,A32-1b,7/22/17,30,DP,aaaaaaaaaaaaa,0,13,0
651,711,A-32-1a,7/22/17,30,DP,aaaaaaaaaaa,0,11,0
652,712,A-32-1c,7/22/17,30,DP,aaaaaaaaaaaaaa,0,14,0
653,713,PS7244,7/22/17,15,DP,aaaaaaaa,0,8,0
654,714,PS5961,7/22/17,15,DP,ssssssssss,1,10,10
655,715,A-6-2-1,7/22/17,15,DP,sssssssssss,1,11,11
656,716,A-24-2b,7/22/17,15,DP,aaaaaasaaaa,0.090909091,11,1
657,717,A-24-2a,7/22/17,15,DP,aaaaaaaaaaaaaaaaa,0,17,0
658,718,A-6-1a,7/22/17,15,DP,sssssssssss,1,11,11
659,719,A-6-2b,7/22/17,15,DP,aaaaaaaaaaaaa,0,13,0
660,720,A-6-2a,7/22/17,15,DP,sssssssss,1,9,9
661,727,PS7244,7/22/17,15,DP,aaaaaaaaaa,0,10,0
662,728,A-23-3-3,7/22/17,15,DP,aaaaaaa,0,7,0
663,729,A-23-2-3,7/22/17,15,DP,aasas,0.4,5,2
664,731,A-19-3-3,7/22/17,15,DP,sasaaaaasaaa,0.25,12,3
665,733,A-9-3-2,7/22/17,15,DP,aaaaaaaaa,0,9,0
666,734,A-3-1-1,7/22/17,15,DP,aaaaa,0,5,0
667,735,A-10-1-1,7/23/17,15,DP,aaaaaa,0,6,0
668,737,A-1-2-2,7/23/17,15,DP,aaaaaaaaaaa,0,11,0
669,738,A-5-3-1,7/23/17,15,DP,aaaaaaaa,0,8,0
670,740,A-12-1-2,7/23/17,15,DP,sssssasss,0.888888889,9,8
671,741,A-12-1-1,7/23/17,15,DP,aaaaaassasasssssss,0.555555556,18,10
672,742,A-23-2-1,7/23/17,15,DP,aasssss,0.714285714,7,5
673,746,PS7244/PS5970,7/23/17,15,DP,aaaaaaaaa,0,9,0
674,747,PS7244/+,7/23/17,15,DP,aaaaaaaaa,0,9,0
675,748,A9-1-1-1,7/23/17,15,DP,sssssssss,1,9,9
676,749,PS5970/A9-1-1-1,7/23/17,15,DP,aaaaaaa,0,7,0
677,752,PS5970,7/23/17,15,DP,aaaaaaaaa,0,9,0
678,753,A-1-2-1,7/23/17,15,DP,aaaaa,0,5,0
679,755,A-30-3c,7/23/17,15,DP,aaaaaa,0,6,0
680,756,PS7244,7/24/17,15,DP,aaaaaaaa,0,8,0
681,757,PS5869,7/24/17,15,DP,sssssssss,1,9,9
682,758,A-10-2c,7/24/17,15,DP,aaaaaa,0,6,0
683,759,A-30-3c,7/24/17,15,DP,aaaaaa,0,6,0
684,760,A-1-3A,7/24/17,15,DP,aaaa,0,4,0
685,761,A-17-1-2,7/24/17,15,DP,aassasaas,0.444444444,9,4
686,762,A-17-1-3,7/24/17,15,DP,sssssss,1,7,7
687,763,A-30-3a,7/24/17,15,DP,aaaaaaaaaaa,0,11,0
688,764,A-7-3-2,7/24/17,15,DP,aaaaa,0,5,0
689,765,A-7-2-1,7/24/17,30,DP,aaaaaa,0,6,0
690,766,A-31-3c,7/24/17,30,DP,aaaaaa,0,6,0
691,767,A-31-3a,7/24/17,30,DP,aaaa,0,4,0
692,768,A-7-1a,7/24/17,30,DP,aaaaa,0,5,0
693,769,A-31-3b,7/24/17,30,DP,aaaaaaa,0,7,0
694,770,PS7244,7/24/17,15,DP,aaaaaaa,0,7,0
695,771,A-15-3c,7/24/17,15,DP,aaaaaaa,0,7,0
696,772,A-15-3b,7/24/17,15,DP,aaaaaaa,0,7,0
697,773,A-21-2,7/24/17,15,DP,aaaaa,0,5,0
698,774,PS7244,7/29/17,30,DP,aaaaaaaaaa,0,10,0
699,775,A-3-2a/PS5689 (M),7/29/17,30,DP,assss,0.8,5,4
700,776,A-3-2a/PS5689 ,7/29/17,30,DP,ssssss,1,6,6
701,777,A-3-2a,7/29/17,30,DP,sssssssssss,1,11,11
702,778,A-3-2a/PS5970,7/29/17,30,DP,aaaaaaaaaaaaaaaaa,0,17,0
703,779,A-3-2a/PS5970 (M),7/29/17,30,DP,aaaa,0,4,0
704,780,A-3-2a/PS56961,7/29/17,30,DP,aaaaaa,0,6,0
705,781,A-3-2a/PS56961 (M),7/29/17,30,DP,aaaaa,0,5,0
706,782,PS7244/PS5961,7/29/17,30,DP,aaaaaa,0,6,0
707,783,PS7244/PS5689,7/29/17,30,DP,aaaaaa,0,6,0
708,784,PS7244/PS5689 (M),7/29/17,30,DP,a,0,1,0
709,785,PS7244,7/29/17,15,DP,aaaaaaaaaaaaa,0,13,0
710,786,PS7244/PS5961 (M),7/29/17,15,DP,aaaaaa,0,6,0
711,787,PS7244/PS5961,7/29/17,15,DP,aaaa,0,4,0
712,788,PS7244/PS5689,7/29/17,15,DP,aaaaaa,0,6,0
713,789,PS7244/PS5689 (M),7/29/17,15,DP,aaaaaa,0,6,0
714,790,A-9-1-1,7/29/17,15,DP,ssssssssss,1,10,10
715,791,A-9-1-1/PS5689,7/29/17,15,DP,aaaaa,0,5,0
716,792,A-9-1-1/PS5689 (M),7/29/17,15,DP,aaaaa,0,5,0
717,800,A-6-2-1,7/29/17,15,DP,ssssssssssss,1,12,12
718,801,A-6-2-1/PS5970,7/29/17,15,DP,aaaaaa,0,6,0
719,802,A-6-2-1/PS5970 (M),7/29/17,15,DP,aaaaaa,0,6,0
720,803,A-6-2-1/PS5689,7/29/17,15,DP,ssssssss,1,8,8
721,804,A-6-2-1/PS5689 (M),7/29/17,15,DP,ssssss,1,6,6
722,805,A-6-2-1/PS5961,7/29/17,15,DP,aaaaa,0,5,0
723,806,A-6-2-1/PS5961 (M),7/29/17,15,DP,aaaa,0,4,0
724,807,PS7244,7/29/17,15,DP,aaaaaaaaaa,0,10,0
725,808,A-7-3-3,7/29/17,15,DP,aaaaaaaa,0,8,0
726,809,A-7-3-3/PS5970,7/29/17,15,DP,aaaaaaaa,0,8,0
727,810,A-7-3-3/PS5970 (M),7/29/17,15,DP,aaaa,0,4,0
728,811,A-7-3-3/PS5961,7/29/17,15,DP,aaaaaaa,0,7,0
729,812,A-7-3-3/PS5961 (M),7/29/17,15,DP,aaaaaa,0,6,0
730,813,A-7-3-3/PS5689,7/29/17,15,DP,aaaaaaa,0,7,0
731,814,A-7-3-3/PS5689 (M),7/29/17,15,DP,aaaaaa,0,6,0
732,815,PS7244,7/29/17,15,DP,aaaaaaaaaa,0,10,0
733,816,A-13-3c,7/29/17,15,DP,ssssssssssss,1,12,12
734,817,A-13-3c/PS5970,7/29/17,15,DP,aaaaaaaaa,0,9,0
735,818,A-13-3c/PS5970 (M),7/29/17,15,DP,aaaa,0,4,0
736,819,A-13-3c/PS5961,7/29/17,15,DP,aaaaaaaaaaa,0,11,0
737,820,A-13-3c/PS5961 (M),7/29/17,15,DP,aaaaaa,0,6,0
738,821,A-13-3c/PS5689,7/29/17,15,DP,aaaaaaaaa,0,9,0
739,822,A-13-3c/PS5689 (M),7/29/17,15,DP,aaaaaaa,0,7,0
740,823,PS7244,7/29/17,15,DP,aaaaaa,0,6,0
741,824,A-23-2-3,7/29/17,15,DP,ssasssaasss,0.727272727,11,8
742,825,A-23-2-3/PS5970,7/29/17,15,DP,aaaaaaaa,0,8,0
743,826,A-23-2-3/PS5970 (M),7/29/17,15,DP,aaaaaa,0,6,0
744,827,A-23-2-3/PS5961,7/29/17,15,DP,aaaa,0,4,0
745,828,A-23-2-3/PS5961 (M),7/29/17,15,DP,aaaaa,0,5,0
746,829,A-23-2-3/PS5689,7/29/17,15,DP,aaaaaa,0,6,0
747,830,A-23-2-3/PS5689 (M),7/29/17,15,DP,aaaa,0,4,0
748,831,A-35-2c,7/30/17,15,DP,saaaaaaaa,0.111111111,9,1
749,832,A-35-2c/PS5689,7/30/17,15,DP,aaaaaa,0,6,0
750,833,A-35-2c/PS5689 (M),7/30/17,15,DP,aaaaaaaaa,0,9,0
751,834,A-35-2c/PS5961,7/30/17,15,DP,aaaaaa,0,6,0
752,835,A-35-2c/PS5961 (M),7/30/17,15,DP,aa,0,2,0
753,836,A-35-2c/PS5970,7/30/17,15,DP,aaaaaa,0,6,0
754,837,A-35-2c/PS5970 (M),7/30/17,15,DP,aaaaaa,0,6,0
755,838,PS7244,7/30/17,15,DP,aaaaaaaaaa,0,10,0
756,839,PS7244,7/30/17,15,DP,aaaaaaaaa,0,9,0
757,840,A-34-1c,7/30/17,15,DP,aaaaaaaaa,0,9,0
758,841,A-34-1c/PS5689,7/30/17,15,DP,aaaaaaaaaaa,0,11,0
759,842,A-34-1c/PS5689 (M),7/30/17,15,DP,aaaaaa,0,6,0
760,843,A-34-1c/PS5961,7/30/17,15,DP,aaaaa,0,5,0
761,844,A-34-1c/PS5961 (M),7/30/17,15,DP,aaaaaaa,0,7,0
762,845,A-34-1c/PS5970,7/30/17,15,DP,aaaaaaa,0,7,0
763,846,A-34-1c/PS5970 (M),7/30/17,15,DP,aaaaaa,0,6,0
764,847,PS7244,7/30/17,30,DP,aaaaaaaaaa,0,10,0
765,848,A-14-2-2,7/30/17,30,DP,ssssasssssss,0.916666667,12,11
766,849,A-14-2-2/PS5970,7/30/17,30,DP,aaaaaaaaa,0,9,0
767,850,A-14-2-2/PS5970 (M),7/30/17,30,DP,aaaaa,0,5,0
768,851,A-14-2-2/PS5961,7/30/17,30,DP,aaaaaaaaa,0,9,0
769,852,A-14-2-2/PS5961 (M),7/30/17,30,DP,aaaaaaaa,0,8,0
770,853,A-14-2-2/PS5689,7/30/17,30,DP,aaaaaaaaa,0,9,0
771,854,A-14-2-2/PS5689 (M),7/30/17,30,DP,aaaaaaaaaa,0,10,0
772,855,PS7244,7/30/17,30,DP,aaaaaaaaaaa,0,11,0
773,856,A-14-3-3/PS5970,7/30/17,30,DP,aaaaaaaaa,0,9,0
774,857,A-14-3-3/PS5970 (M),7/30/17,30,DP,aaaaaaaaa,0,9,0
775,858,A-14-3-3/PS5961,7/30/17,30,DP,aaaaaa,0,6,0
776,859,A-14-3-3/PS5961 (M),7/30/17,30,DP,aaaaaa,0,6,0
777,860,A-14-3-3/PS5689,7/30/17,30,DP,aaaaaaaaaa,0,10,0
778,861,A-14-3-3/PS5689 (M),7/30/17,30,DP,aaaaaaaaaa,0,10,0
779,862,A-17-1-3,7/31/17,15,DP,aasasssssssa,0.666666667,12,8
780,863,A-17-1-3/PS5970,7/31/17,15,DP,aaaaa,0,5,0
781,864,A-17-1-3/PS5970 (M),7/31/17,15,DP,aaaaaa,0,6,0
782,865,A-17-1-3/PS5961,7/31/17,15,DP,aaaaa,0,5,0
783,866,A-17-1-3/PS5961 (M),7/31/17,15,DP,aaaa,0,4,0
784,867,A-17-1-3/PS5689,7/31/17,15,DP,aaaaa,0,5,0
785,868,A-17-1-3/PS5689 (M),7/31/17,15,DP,aaaaaaa,0,7,0
786,869,A-19-1-3,8/4/17,15,DP,ssssaaaa,0.5,8,4
787,870,A-19-1-3/PS5970,8/4/17,15,DP,aaaaaaaaaaaaaas,0.066666667,15,1
788,871,A-19-1-3/PS5970 (M),8/4/17,15,DP,aaaaaaaa,0,8,0
789,879,A-23-2-3,8/4/17,15,DP,saasasassasaasaaa,0.411764706,17,7
790,882,A-7-2-1,8/5/17,15,DP,assssasasasssa,0.642857143,14,9
791,883,A-7-2-1/PS5970,8/5/17,15,DP,aaaaaaaa,0,8,0
792,884,A-7-2-1/PS5970 (M),8/5/17,15,DP,aaaaa,0,5,0
793,885,A-7-2-1/PS5961,8/5/17,15,DP,aaaaa,0,5,0
794,886,A-7-2-1/PS5961 (M),8/5/17,15,DP,aaaaa,0,5,0
795,887,A-7-2-1/PS5689,8/5/17,15,DP,assaasa,0.428571429,7,3
796,888,A-7-2-1/PS5689 (M),8/5/17,15,DP,aaasaaaaa,0.111111111,9,1
797,889,A-12-1-1,8/5/17,15,DP,aaaaaaaaaaaa,0,12,0
798,890,A-14-2-2,8/5/17,15,DP,sssssssss,1,9,9
799,891,A-14-2-2/A-12-1-1 (M),8/5/17,15,DP,aaaaAaaa,0,8,0
800,892,A-14-2-2/A-12-1-1,8/5/17,15,DP,aaAAaaa,0,7,0
801,893,A-14-3-3/A12-1-1,8/5/17,15,DP,aaaaaaaaaaaaa,0,13,0
802,894,A-14-3-3/A12-1-1 (M),8/5/17,15,DP,aaaaa,0,5,0
