A32-1b,0.34343
A-32-1a,0.07832
A-32-1c,0.17791
A-14-2-2,0.0701
A-14-3-3,0.24885
A-14-3-2,0.27515
A-3-2a,0.18168
A-3-2c,0.36059
A-14-2-3,0.28811
A-7-2-1,0.28917
A-31-3c,0.35961
A-31-3a,0.38185
A-7-1a,0.3824
A-31-3b,0.27549
A-3-2a/PS5689 (M),0.0
A-3-2a/PS5689 ,0.30319
A-3-2a/PS5970,0.20664
A-3-2a/PS5970 (M),0.0
A-3-2a/PS56961,0.27372
A-3-2a/PS56961 (M),0.0
PS7244/PS5961,0.30692
PS7244/PS5689,0.12065
PS7244/PS5689 (M),0.01721
A-14-2-2/PS5970,0.29101
A-14-2-2/PS5970 (M),0.00089
A-14-2-2/PS5961,0.16771
A-14-2-2/PS5961 (M),0.00027
A-14-2-2/PS5689,0.35778
A-14-2-2/PS5689 (M),0.0
A-14-3-3/PS5970,0.30703
A-14-3-3/PS5970 (M),0.0
A-14-3-3/PS5961,0.12124
A-14-3-3/PS5961 (M),0.0
A-14-3-3/PS5689,0.2122
A-14-3-3/PS5689 (M),0.0
