n,dist,p
100000,0.5,0.10328
100000,0.5,0.10272
100000,0.5,0.10276
100000,0.5,0.10317
100000,0.5,0.10471
100000,0.5,0.10376
100000,0.5,0.10521
100000,0.5,0.10129
100000,0.5,0.10277
100000,0.5,0.10192
100000,0.5,0.10486
100000,0.5,0.10253
100000,0.5,0.10268
100000,0.5,0.10228
100000,0.5,0.10246
100000,0.5,0.10274
100000,0.5,0.10351
100000,0.5,0.10326
100000,0.5,0.10223
100000,0.5,0.10382
100000,0.5,0.10481
100000,0.5,0.10418
100000,0.5,0.10188
100000,0.5,0.1027
100000,0.5,0.10394
100000,0.5,0.10371
100000,0.5,0.10407
100000,0.5,0.10043
100000,0.5,0.10453
100000,0.5,0.10217
100000,0.5,0.10295
100000,0.5,0.10346
100000,0.5,0.10193
100000,0.5,0.10109
100000,0.5,0.10311
100000,0.5,0.10235
100000,0.5,0.10361
100000,0.5,0.10394
100000,0.5,0.10289
100000,0.5,0.10297
100000,0.5,0.10044
100000,0.5,0.10377
100000,0.5,0.10318
100000,0.5,0.10399
100000,0.5,0.10225
100000,0.5,0.10255
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
100,0.6000000000000001,0.01
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
1000,0.6000000000000001,0.001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
10000,0.6000000000000001,0.0001
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100000,0.6000000000000001,1e-05
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
100,0.7000000000000001,0.01
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
1000,0.7000000000000001,0.001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
10000,0.7000000000000001,0.0001
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100000,0.7000000000000001,1e-05
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
100,0.8,0.01
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
1000,0.8,0.001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
10000,0.8,0.0001
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100000,0.8,1e-05
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
100,0.9,0.01
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
1000,0.9,0.001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
10000,0.9,0.0001
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
100000,0.9,1e-05
