dist,p,t,p_t_2,p_t_1
0.9400000000000001,1e-05,-65.52798501741471,5.2295666628464024e-61,2.6147833314232012e-61
0.9400000000000001,1e-05,-65.52798501741471,5.2295666628464024e-61,2.6147833314232012e-61
0.9500000000000001,1e-05,-61.979729028411754,8.770616415838888e-66,4.385308207919444e-66
0.9500000000000001,1e-05,-61.979729028411754,8.770616415838888e-66,4.385308207919444e-66
0.96,1e-05,-51.56877094232309,3.441985659404162e-50,1.720992829702081e-50
0.96,1e-05,-51.56877094232309,3.441985659404162e-50,1.720992829702081e-50
0.97,1e-05,-64.29041883730243,6.622131172039196e-61,3.311065586019598e-61
0.97,1e-05,-64.29041883730243,6.622131172039196e-61,3.311065586019598e-61
0.98,1e-05,-72.38672902964981,9.602927488360117e-59,4.801463744180058e-59
0.98,1e-05,-72.38672902964981,9.602927488360117e-59,4.801463744180058e-59
0.99,1e-05,-74.02464866667788,2.516164559009986e-55,1.258082279504993e-55
0.99,1e-05,-74.02464866667788,2.516164559009986e-55,1.258082279504993e-55
